STATION,STATION_NAME,DATE,HPCP
COOP:221852,COLLINS MS US,20020925 18:00,0.10
COOP:221852,COLLINS MS US,20020925 19:00,0.10
COOP:221852,COLLINS MS US,20020925 20:00,0.10
COOP:221852,COLLINS MS US,20020925 22:00,0.10
COOP:221852,COLLINS MS US,20020926 00:00,0.10
COOP:221852,COLLINS MS US,20020926 01:00,0.10
COOP:221852,COLLINS MS US,20020926 02:00,0.10
COOP:221852,COLLINS MS US,20020926 03:00,0.20
COOP:221852,COLLINS MS US,20020926 04:00,0.40
COOP:221852,COLLINS MS US,20020926 05:00,0.10
COOP:221852,COLLINS MS US,20020926 07:00,0.80
COOP:221852,COLLINS MS US,20020926 08:00,0.30
COOP:221852,COLLINS MS US,20020926 10:00,0.30
COOP:221852,COLLINS MS US,20020926 11:00,0.30
COOP:221852,COLLINS MS US,20020926 12:00,0.20
COOP:221852,COLLINS MS US,20020926 13:00,0.10
COOP:221852,COLLINS MS US,20020926 14:00,0.40
COOP:221852,COLLINS MS US,20020926 15:00,0.10
COOP:221852,COLLINS MS US,20020927 00:00,0.10
COOP:221852,COLLINS MS US,20021001 01:00,0.00
COOP:221852,COLLINS MS US,20021003 10:00,0.10
COOP:221852,COLLINS MS US,20021003 14:00,0.20
COOP:221852,COLLINS MS US,20021003 15:00,0.20
COOP:221852,COLLINS MS US,20021003 17:00,0.10
COOP:221852,COLLINS MS US,20021003 21:00,0.70
COOP:221852,COLLINS MS US,20021003 22:00,0.10
COOP:221852,COLLINS MS US,20021004 02:00,0.10
COOP:221852,COLLINS MS US,20021007 06:00,0.50
COOP:221852,COLLINS MS US,20021007 07:00,0.20
COOP:221852,COLLINS MS US,20021009 21:00,0.10
COOP:221852,COLLINS MS US,20021010 09:00,0.30
COOP:221852,COLLINS MS US,20021010 10:00,0.20
COOP:221852,COLLINS MS US,20021010 12:00,0.10
COOP:221852,COLLINS MS US,20021010 16:00,0.10
COOP:221852,COLLINS MS US,20021025 18:00,0.10
COOP:221852,COLLINS MS US,20021025 19:00,0.10
COOP:221852,COLLINS MS US,20021025 20:00,0.10
COOP:221852,COLLINS MS US,20021025 22:00,0.20
COOP:221852,COLLINS MS US,20021025 23:00,0.10
COOP:221852,COLLINS MS US,20021026 02:00,0.10
COOP:221852,COLLINS MS US,20021026 05:00,0.10
COOP:221852,COLLINS MS US,20021026 13:00,0.10
COOP:221852,COLLINS MS US,20021027 00:00,0.10
COOP:221852,COLLINS MS US,20021027 06:00,0.10
COOP:221852,COLLINS MS US,20021027 09:00,0.10
COOP:221852,COLLINS MS US,20021027 11:00,0.10
COOP:221852,COLLINS MS US,20021027 13:00,0.10
COOP:221852,COLLINS MS US,20021027 18:00,0.20
COOP:221852,COLLINS MS US,20021027 20:00,0.10
COOP:221852,COLLINS MS US,20021028 04:00,0.10
COOP:221852,COLLINS MS US,20021029 07:00,0.10
COOP:221852,COLLINS MS US,20021029 08:00,0.20
COOP:221852,COLLINS MS US,20021029 09:00,0.30
COOP:221852,COLLINS MS US,20021101 01:00,0.00
COOP:221852,COLLINS MS US,20021103 08:00,999.99
COOP:221852,COLLINS MS US,20021104 07:00,999.99
COOP:221852,COLLINS MS US,20021105 00:00,0.10
COOP:221852,COLLINS MS US,20021105 05:00,0.10
COOP:221852,COLLINS MS US,20021105 07:00,0.10
COOP:221852,COLLINS MS US,20021105 08:00,0.10
COOP:221852,COLLINS MS US,20021105 10:00,0.60
COOP:221852,COLLINS MS US,20021105 11:00,0.50
COOP:221852,COLLINS MS US,20021105 13:00,0.10
COOP:221852,COLLINS MS US,20021111 01:00,0.20
COOP:221852,COLLINS MS US,20021111 20:00,0.10
COOP:221852,COLLINS MS US,20021111 22:00,0.10
COOP:221852,COLLINS MS US,20021115 09:00,0.20
COOP:221852,COLLINS MS US,20021115 15:00,0.10
COOP:221852,COLLINS MS US,20021115 16:00,0.10
COOP:221852,COLLINS MS US,20021120 07:00,0.10
COOP:221852,COLLINS MS US,20021120 08:00,0.10
COOP:221852,COLLINS MS US,20021120 12:00,0.10
COOP:221852,COLLINS MS US,20021120 13:00,0.10
COOP:221852,COLLINS MS US,20021130 04:00,0.10
COOP:221852,COLLINS MS US,20021130 05:00,0.10
COOP:221852,COLLINS MS US,20021130 12:00,0.10
COOP:221852,COLLINS MS US,20021201 01:00,0.00
COOP:221852,COLLINS MS US,20021203 00:00,0.10
COOP:221852,COLLINS MS US,20021203 14:00,0.10
COOP:221852,COLLINS MS US,20021203 15:00,999.99
COOP:221852,COLLINS MS US,20021204 15:00,999.99
COOP:221852,COLLINS MS US,20021204 16:00,0.20
COOP:221852,COLLINS MS US,20021204 17:00,0.20
COOP:221852,COLLINS MS US,20021204 18:00,0.20
COOP:221852,COLLINS MS US,20021204 22:00,0.20
COOP:221852,COLLINS MS US,20021205 00:00,0.10
COOP:221852,COLLINS MS US,20021205 03:00,0.10
COOP:221852,COLLINS MS US,20021210 03:00,0.10
COOP:221852,COLLINS MS US,20021210 04:00,0.20
COOP:221852,COLLINS MS US,20021210 05:00,0.10
COOP:221852,COLLINS MS US,20021210 07:00,0.20
COOP:221852,COLLINS MS US,20021210 08:00,0.10
COOP:221852,COLLINS MS US,20021210 10:00,0.10
COOP:221852,COLLINS MS US,20021212 21:00,0.30
COOP:221852,COLLINS MS US,20021212 22:00,0.10
COOP:221852,COLLINS MS US,20021213 03:00,0.20
COOP:221852,COLLINS MS US,20021219 09:00,0.30
COOP:221852,COLLINS MS US,20021219 10:00,0.10
COOP:221852,COLLINS MS US,20021219 14:00,0.20
COOP:221852,COLLINS MS US,20021223 16:00,0.20
COOP:221852,COLLINS MS US,20021223 17:00,0.10
COOP:221852,COLLINS MS US,20021223 19:00,0.10
COOP:221852,COLLINS MS US,20021223 21:00,0.20
COOP:221852,COLLINS MS US,20021224 00:00,0.40
COOP:221852,COLLINS MS US,20021224 04:00,0.10
COOP:221852,COLLINS MS US,20021231 05:00,0.40
COOP:221852,COLLINS MS US,20021231 07:00,0.10
COOP:221852,COLLINS MS US,20021231 08:00,0.10
COOP:221852,COLLINS MS US,20021231 17:00,0.30
COOP:221852,COLLINS MS US,20021231 19:00,0.30
COOP:221852,COLLINS MS US,20021231 20:00,0.10
COOP:221852,COLLINS MS US,20030101 01:00,0.00
COOP:221852,COLLINS MS US,20030107 13:00,999.99
COOP:221852,COLLINS MS US,20030107 15:00,999.99
COOP:221852,COLLINS MS US,20030110 02:00,0.20
COOP:221852,COLLINS MS US,20030129 10:00,0.10
COOP:221852,COLLINS MS US,20030129 12:00,0.10
COOP:221852,COLLINS MS US,20030129 18:00,0.40
COOP:221852,COLLINS MS US,20030129 20:00,0.10
COOP:221852,COLLINS MS US,20030129 21:00,0.10
COOP:221852,COLLINS MS US,20030130 01:00,0.10
COOP:221852,COLLINS MS US,20030201 01:00,0.00
COOP:221852,COLLINS MS US,20030204 00:00,0.10
COOP:221852,COLLINS MS US,20030206 08:00,0.10
COOP:221852,COLLINS MS US,20030206 09:00,0.10
COOP:221852,COLLINS MS US,20030206 10:00,0.10
COOP:221852,COLLINS MS US,20030206 12:00,0.10
COOP:221852,COLLINS MS US,20030206 14:00,0.80
COOP:221852,COLLINS MS US,20030206 15:00,0.40
COOP:221852,COLLINS MS US,20030206 16:00,0.10
COOP:221852,COLLINS MS US,20030206 17:00,0.20
COOP:221852,COLLINS MS US,20030206 18:00,0.10
COOP:221852,COLLINS MS US,20030209 17:00,0.10
COOP:221852,COLLINS MS US,20030209 18:00,0.10
COOP:221852,COLLINS MS US,20030209 19:00,0.10
COOP:221852,COLLINS MS US,20030209 21:00,0.20
COOP:221852,COLLINS MS US,20030209 22:00,0.10
COOP:221852,COLLINS MS US,20030215 15:00,0.20
COOP:221852,COLLINS MS US,20030215 18:00,0.40
COOP:221852,COLLINS MS US,20030215 19:00,0.20
COOP:221852,COLLINS MS US,20030215 20:00,0.10
COOP:221852,COLLINS MS US,20030215 21:00,0.10
COOP:221852,COLLINS MS US,20030216 01:00,0.10
COOP:221852,COLLINS MS US,20030220 08:00,0.10
COOP:221852,COLLINS MS US,20030220 20:00,0.10
COOP:221852,COLLINS MS US,20030220 22:00,0.10
COOP:221852,COLLINS MS US,20030221 00:00,0.10
COOP:221852,COLLINS MS US,20030221 01:00,0.20
COOP:221852,COLLINS MS US,20030221 03:00,0.10
COOP:221852,COLLINS MS US,20030221 07:00,0.40
COOP:221852,COLLINS MS US,20030221 08:00,0.30
COOP:221852,COLLINS MS US,20030221 09:00,0.20
COOP:221852,COLLINS MS US,20030221 12:00,0.10
COOP:221852,COLLINS MS US,20030221 14:00,0.20
COOP:221852,COLLINS MS US,20030221 15:00,0.10
COOP:221852,COLLINS MS US,20030221 16:00,0.30
COOP:221852,COLLINS MS US,20030221 17:00,0.60
COOP:221852,COLLINS MS US,20030221 18:00,0.30
COOP:221852,COLLINS MS US,20030221 20:00,0.10
COOP:221852,COLLINS MS US,20030221 22:00,0.10
COOP:221852,COLLINS MS US,20030222 02:00,0.10
COOP:221852,COLLINS MS US,20030226 20:00,0.30
COOP:221852,COLLINS MS US,20030226 21:00,0.10
COOP:221852,COLLINS MS US,20030226 22:00,0.10
COOP:221852,COLLINS MS US,20030227 00:00,0.10
COOP:221852,COLLINS MS US,20030301 01:00,0.00
COOP:221852,COLLINS MS US,20030303 21:00,0.10
COOP:221852,COLLINS MS US,20030306 04:00,0.10
COOP:221852,COLLINS MS US,20030306 18:00,0.10
COOP:221852,COLLINS MS US,20030312 22:00,0.10
COOP:221852,COLLINS MS US,20030312 23:00,0.10
COOP:221852,COLLINS MS US,20030313 07:00,0.10
COOP:221852,COLLINS MS US,20030313 14:00,0.20
COOP:221852,COLLINS MS US,20030313 15:00,0.20
COOP:221852,COLLINS MS US,20030313 16:00,0.10
COOP:221852,COLLINS MS US,20030317 00:00,0.10
COOP:221852,COLLINS MS US,20030317 05:00,0.10
COOP:221852,COLLINS MS US,20030317 06:00,0.10
COOP:221852,COLLINS MS US,20030317 08:00,0.20
COOP:221852,COLLINS MS US,20030319 00:00,0.40
COOP:221852,COLLINS MS US,20030319 01:00,0.50
COOP:221852,COLLINS MS US,20030401 01:00,0.00
COOP:221852,COLLINS MS US,20030403 14:00,0.10
COOP:221852,COLLINS MS US,20030407 06:00,0.10
COOP:221852,COLLINS MS US,20030407 07:00,0.10
COOP:221852,COLLINS MS US,20030407 15:00,0.10
COOP:221852,COLLINS MS US,20030407 18:00,0.10
COOP:221852,COLLINS MS US,20030407 19:00,0.10
COOP:221852,COLLINS MS US,20030408 03:00,0.10
COOP:221852,COLLINS MS US,20030408 04:00,0.10
COOP:221852,COLLINS MS US,20030408 05:00,0.30
COOP:221852,COLLINS MS US,20030408 06:00,0.10
COOP:221852,COLLINS MS US,20030408 07:00,0.10
COOP:221852,COLLINS MS US,20030408 08:00,0.10
COOP:221852,COLLINS MS US,20030424 04:00,0.30
COOP:221852,COLLINS MS US,20030424 05:00,0.90
COOP:221852,COLLINS MS US,20030424 06:00,0.10
COOP:221852,COLLINS MS US,20030425 07:00,0.10
COOP:221852,COLLINS MS US,20030501 01:00,0.00
COOP:221852,COLLINS MS US,20030504 20:00,999.99
COOP:221852,COLLINS MS US,20030505 16:00,999.99
COOP:221852,COLLINS MS US,20030514 22:00,0.20
COOP:221852,COLLINS MS US,20030514 23:00,0.10
COOP:221852,COLLINS MS US,20030515 00:00,0.30
COOP:221852,COLLINS MS US,20030515 04:00,0.10
COOP:221852,COLLINS MS US,20030515 10:00,0.10
COOP:221852,COLLINS MS US,20030517 18:00,1.10
COOP:221852,COLLINS MS US,20030517 19:00,0.20
COOP:221852,COLLINS MS US,20030517 20:00,0.10
COOP:221852,COLLINS MS US,20030520 17:00,0.40
COOP:221852,COLLINS MS US,20030520 18:00,0.60
COOP:221852,COLLINS MS US,20030521 13:00,0.10
COOP:221852,COLLINS MS US,20030525 21:00,0.10
COOP:221852,COLLINS MS US,20030526 14:00,0.10
COOP:221852,COLLINS MS US,20030526 15:00,0.10
COOP:221852,COLLINS MS US,20030526 17:00,0.10
COOP:221852,COLLINS MS US,20030601 01:00,0.00
COOP:221852,COLLINS MS US,20030602 22:00,0.10
COOP:221852,COLLINS MS US,20030602 23:00,0.30
COOP:221852,COLLINS MS US,20030603 01:00,0.10
COOP:221852,COLLINS MS US,20030603 18:00,0.10
COOP:221852,COLLINS MS US,20030606 15:00,0.20
COOP:221852,COLLINS MS US,20030606 18:00,0.50
COOP:221852,COLLINS MS US,20030606 21:00,1.20
COOP:221852,COLLINS MS US,20030607 14:00,0.30
COOP:221852,COLLINS MS US,20030610 15:00,0.10
COOP:221852,COLLINS MS US,20030612 13:00,0.10
COOP:221852,COLLINS MS US,20030612 15:00,0.20
COOP:221852,COLLINS MS US,20030612 16:00,0.10
COOP:221852,COLLINS MS US,20030612 17:00,0.10
COOP:221852,COLLINS MS US,20030613 00:00,0.10
COOP:221852,COLLINS MS US,20030613 21:00,0.40
COOP:221852,COLLINS MS US,20030613 23:00,0.10
COOP:221852,COLLINS MS US,20030614 00:00,0.10
COOP:221852,COLLINS MS US,20030614 01:00,0.20
COOP:221852,COLLINS MS US,20030614 17:00,0.20
COOP:221852,COLLINS MS US,20030614 18:00,0.10
COOP:221852,COLLINS MS US,20030614 20:00,0.10
COOP:221852,COLLINS MS US,20030614 23:00,0.10
COOP:221852,COLLINS MS US,20030615 20:00,0.10
COOP:221852,COLLINS MS US,20030617 21:00,0.10
COOP:221852,COLLINS MS US,20030617 23:00,0.10
COOP:221852,COLLINS MS US,20030619 23:00,1.00
COOP:221852,COLLINS MS US,20030620 01:00,0.10
COOP:221852,COLLINS MS US,20030621 21:00,0.20
COOP:221852,COLLINS MS US,20030621 22:00,0.20
COOP:221852,COLLINS MS US,20030627 10:00,0.10
COOP:221852,COLLINS MS US,20030627 11:00,0.20
COOP:221852,COLLINS MS US,20030627 14:00,0.60
COOP:221852,COLLINS MS US,20030629 22:00,0.10
COOP:221852,COLLINS MS US,20030630 06:00,0.10
COOP:221852,COLLINS MS US,20030630 07:00,0.10
COOP:221852,COLLINS MS US,20030630 13:00,0.10
COOP:221852,COLLINS MS US,20030630 14:00,0.10
COOP:221852,COLLINS MS US,20030630 16:00,0.10
COOP:221852,COLLINS MS US,20030630 17:00,0.20
COOP:221852,COLLINS MS US,20030630 18:00,0.20
COOP:221852,COLLINS MS US,20030630 19:00,0.10
COOP:221852,COLLINS MS US,20030630 20:00,0.40
COOP:221852,COLLINS MS US,20030630 21:00,0.50
COOP:221852,COLLINS MS US,20030630 22:00,0.30
COOP:221852,COLLINS MS US,20030630 23:00,0.30
COOP:221852,COLLINS MS US,20030701 00:00,0.10
COOP:221852,COLLINS MS US,20030701 01:00,0.00
COOP:221852,COLLINS MS US,20030702 12:00,0.20
COOP:221852,COLLINS MS US,20030704 18:00,0.10
COOP:221852,COLLINS MS US,20030704 20:00,0.10
COOP:221852,COLLINS MS US,20030705 13:00,0.30
COOP:221852,COLLINS MS US,20030705 14:00,0.10
COOP:221852,COLLINS MS US,20030705 18:00,0.10
COOP:221852,COLLINS MS US,20030705 19:00,0.10
COOP:221852,COLLINS MS US,20030705 20:00,0.10
COOP:221852,COLLINS MS US,20030708 18:00,0.10
COOP:221852,COLLINS MS US,20030711 15:00,0.20
COOP:221852,COLLINS MS US,20030711 16:00,0.10
COOP:221852,COLLINS MS US,20030714 00:00,0.10
COOP:221852,COLLINS MS US,20030717 21:00,1.10
COOP:221852,COLLINS MS US,20030719 15:00,0.10
COOP:221852,COLLINS MS US,20030722 13:00,0.10
COOP:221852,COLLINS MS US,20030722 16:00,0.10
COOP:221852,COLLINS MS US,20030722 17:00,0.10
COOP:221852,COLLINS MS US,20030722 22:00,0.80
COOP:221852,COLLINS MS US,20030722 23:00,0.40
COOP:221852,COLLINS MS US,20030723 00:00,0.20
COOP:221852,COLLINS MS US,20030723 08:00,0.10
COOP:221852,COLLINS MS US,20030801 01:00,0.00
COOP:221852,COLLINS MS US,20030801 12:00,0.10
COOP:221852,COLLINS MS US,20030802 17:00,0.10
COOP:221852,COLLINS MS US,20030802 20:00,0.30
COOP:221852,COLLINS MS US,20030803 10:00,0.10
COOP:221852,COLLINS MS US,20030803 21:00,0.10
COOP:221852,COLLINS MS US,20030803 22:00,999.99
COOP:221852,COLLINS MS US,20030804 07:00,999.99
COOP:221852,COLLINS MS US,20030812 05:00,0.20
COOP:221852,COLLINS MS US,20030812 08:00,0.10
COOP:221852,COLLINS MS US,20030812 09:00,0.20
COOP:221852,COLLINS MS US,20030812 10:00,999.99
COOP:221852,COLLINS MS US,20030813 07:00,999.99
COOP:221852,COLLINS MS US,20030816 06:00,0.10
COOP:221852,COLLINS MS US,20030823 22:00,0.30
COOP:221852,COLLINS MS US,20030826 17:00,0.40
COOP:221852,COLLINS MS US,20030827 03:00,0.10
COOP:221852,COLLINS MS US,20030827 22:00,0.20
COOP:221852,COLLINS MS US,20030828 00:00,0.10
COOP:221852,COLLINS MS US,20030829 14:00,999.99
COOP:221852,COLLINS MS US,20030901 00:00,999.99
COOP:221852,COLLINS MS US,20030901 01:00,0.00
COOP:221852,COLLINS MS US,20030901 02:00,999.99
COOP:221852,COLLINS MS US,20031001 00:00,999.99
COOP:221852,COLLINS MS US,20031001 01:00,999.99
COOP:221852,COLLINS MS US,20031006 13:00,999.99
COOP:221852,COLLINS MS US,20031010 01:00,0.10
COOP:221852,COLLINS MS US,20031011 06:00,0.10
COOP:221852,COLLINS MS US,20031024 12:00,0.10
COOP:221852,COLLINS MS US,20031026 01:00,0.10
COOP:221852,COLLINS MS US,20031026 02:00,0.40
COOP:221852,COLLINS MS US,20031026 03:00,0.40
COOP:221852,COLLINS MS US,20031026 06:00,0.10
COOP:221852,COLLINS MS US,20031101 01:00,0.00
COOP:221852,COLLINS MS US,20031103 16:00,999.99
COOP:221852,COLLINS MS US,20031113 17:00,999.99
COOP:221852,COLLINS MS US,20031113 18:00,999.99
COOP:221852,COLLINS MS US,20031201 00:00,999.99
COOP:221852,COLLINS MS US,20031201 01:00,999.99
COOP:221852,COLLINS MS US,20040101 00:00,999.99
COOP:221852,COLLINS MS US,20040101 01:00,0.00
COOP:221852,COLLINS MS US,20040101 02:00,999.99
COOP:221852,COLLINS MS US,20040122 09:00,999.99
COOP:221852,COLLINS MS US,20040125 03:00,0.10
COOP:221852,COLLINS MS US,20040125 09:00,0.50
COOP:221852,COLLINS MS US,20040125 10:00,0.50
COOP:221852,COLLINS MS US,20040125 11:00,0.10
COOP:221852,COLLINS MS US,20040201 01:00,0.00
COOP:221852,COLLINS MS US,20040202 02:00,0.10
COOP:221852,COLLINS MS US,20040204 21:00,0.10
COOP:221852,COLLINS MS US,20040205 07:00,0.10
COOP:221852,COLLINS MS US,20040205 18:00,0.10
COOP:221852,COLLINS MS US,20040205 19:00,0.50
COOP:221852,COLLINS MS US,20040205 20:00,0.80
COOP:221852,COLLINS MS US,20040205 21:00,0.10
COOP:221852,COLLINS MS US,20040205 22:00,0.70
COOP:221852,COLLINS MS US,20040205 23:00,0.40
COOP:221852,COLLINS MS US,20040206 00:00,0.30
COOP:221852,COLLINS MS US,20040206 01:00,0.20
COOP:221852,COLLINS MS US,20040206 02:00,0.10
COOP:221852,COLLINS MS US,20040206 04:00,0.10
COOP:221852,COLLINS MS US,20040210 09:00,0.10
COOP:221852,COLLINS MS US,20040211 01:00,0.10
COOP:221852,COLLINS MS US,20040211 03:00,0.10
COOP:221852,COLLINS MS US,20040211 07:00,0.10
COOP:221852,COLLINS MS US,20040211 10:00,0.10
COOP:221852,COLLINS MS US,20040211 12:00,0.10
COOP:221852,COLLINS MS US,20040211 14:00,0.10
COOP:221852,COLLINS MS US,20040211 15:00,0.10
COOP:221852,COLLINS MS US,20040211 16:00,0.20
COOP:221852,COLLINS MS US,20040211 17:00,0.20
COOP:221852,COLLINS MS US,20040211 18:00,0.30
COOP:221852,COLLINS MS US,20040211 19:00,0.40
COOP:221852,COLLINS MS US,20040211 20:00,0.30
COOP:221852,COLLINS MS US,20040211 21:00,0.20
COOP:221852,COLLINS MS US,20040211 22:00,0.20
COOP:221852,COLLINS MS US,20040211 23:00,0.70
COOP:221852,COLLINS MS US,20040212 00:00,0.30
COOP:221852,COLLINS MS US,20040212 01:00,0.30
COOP:221852,COLLINS MS US,20040212 02:00,0.10
COOP:221852,COLLINS MS US,20040212 03:00,0.10
COOP:221852,COLLINS MS US,20040213 19:00,0.10
COOP:221852,COLLINS MS US,20040213 22:00,0.10
COOP:221852,COLLINS MS US,20040214 01:00,0.10
COOP:221852,COLLINS MS US,20040214 16:00,0.10
COOP:221852,COLLINS MS US,20040214 17:00,0.10
COOP:221852,COLLINS MS US,20040214 19:00,0.10
COOP:221852,COLLINS MS US,20040214 22:00,0.10
COOP:221852,COLLINS MS US,20040223 05:00,0.10
COOP:221852,COLLINS MS US,20040223 06:00,0.30
COOP:221852,COLLINS MS US,20040223 07:00,0.70
COOP:221852,COLLINS MS US,20040223 08:00,0.30
COOP:221852,COLLINS MS US,20040223 09:00,0.20
COOP:221852,COLLINS MS US,20040223 10:00,0.10
COOP:221852,COLLINS MS US,20040223 11:00,0.20
COOP:221852,COLLINS MS US,20040223 12:00,0.10
COOP:221852,COLLINS MS US,20040225 00:00,0.10
COOP:221852,COLLINS MS US,20040225 01:00,0.40
COOP:221852,COLLINS MS US,20040225 02:00,0.30
COOP:221852,COLLINS MS US,20040225 03:00,0.20
COOP:221852,COLLINS MS US,20040225 04:00,0.10
COOP:221852,COLLINS MS US,20040225 13:00,0.20
COOP:221852,COLLINS MS US,20040225 15:00,0.20
COOP:221852,COLLINS MS US,20040301 01:00,0.00
COOP:221852,COLLINS MS US,20040301 08:00,0.10
COOP:221852,COLLINS MS US,20040302 12:00,0.10
COOP:221852,COLLINS MS US,20040305 13:00,0.10
COOP:221852,COLLINS MS US,20040306 01:00,0.10
COOP:221852,COLLINS MS US,20040306 02:00,0.30
COOP:221852,COLLINS MS US,20040306 03:00,0.40
COOP:221852,COLLINS MS US,20040314 16:00,0.10
COOP:221852,COLLINS MS US,20040315 06:00,0.10
COOP:221852,COLLINS MS US,20040316 02:00,0.30
COOP:221852,COLLINS MS US,20040327 05:00,999.99
COOP:221852,COLLINS MS US,20040401 00:00,999.99
COOP:221852,COLLINS MS US,20040401 01:00,999.99
COOP:221852,COLLINS MS US,20040501 00:00,999.99
COOP:221852,COLLINS MS US,20040501 01:00,999.99
COOP:221852,COLLINS MS US,20040506 13:00,999.99
COOP:221852,COLLINS MS US,20040506 14:00,999.99
COOP:221852,COLLINS MS US,20040601 00:00,999.99
COOP:221852,COLLINS MS US,20040601 01:00,999.99
COOP:221852,COLLINS MS US,20040604 07:00,999.99
COOP:221852,COLLINS MS US,20040604 08:00,999.99
COOP:221852,COLLINS MS US,20040604 11:00,999.99
COOP:221852,COLLINS MS US,20040604 12:00,999.99
COOP:221852,COLLINS MS US,20040701 00:00,999.99
COOP:221852,COLLINS MS US,20040701 01:00,999.99
COOP:221852,COLLINS MS US,20040705 09:00,999.99
COOP:221852,COLLINS MS US,20040706 14:00,0.10
COOP:221852,COLLINS MS US,20040706 15:00,0.10
COOP:221852,COLLINS MS US,20040708 21:00,0.30
COOP:221852,COLLINS MS US,20040708 22:00,0.10
COOP:221852,COLLINS MS US,20040709 17:00,0.10
COOP:221852,COLLINS MS US,20040716 11:00,0.40
COOP:221852,COLLINS MS US,20040716 15:00,0.80
COOP:221852,COLLINS MS US,20040716 16:00,0.80
COOP:221852,COLLINS MS US,20040723 20:00,0.20
COOP:221852,COLLINS MS US,20040728 18:00,0.00
COOP:221852,COLLINS MS US,20040728 19:00,0.00
COOP:221852,COLLINS MS US,20040728 22:00,0.00
COOP:221852,COLLINS MS US,20040729 13:00,999.99
COOP:221852,COLLINS MS US,20040801 00:00,999.99
COOP:221852,COLLINS MS US,20040801 01:00,0.00
COOP:221852,COLLINS MS US,20040821 02:00,0.20
COOP:221852,COLLINS MS US,20040821 05:00,0.10
COOP:221852,COLLINS MS US,20040821 23:00,0.10
COOP:221852,COLLINS MS US,20040822 20:00,0.10
COOP:221852,COLLINS MS US,20040823 23:00,0.10
COOP:221852,COLLINS MS US,20040829 01:00,0.40
COOP:221852,COLLINS MS US,20040829 03:00,0.20
COOP:221852,COLLINS MS US,20040901 01:00,0.00
COOP:221852,COLLINS MS US,20040901 04:00,999.99
COOP:221852,COLLINS MS US,20040904 15:00,999.99
COOP:221852,COLLINS MS US,20040910 05:00,0.10
COOP:221852,COLLINS MS US,20040915 07:00,999.99
COOP:221852,COLLINS MS US,20041001 00:00,999.99
COOP:221852,COLLINS MS US,20041001 01:00,999.99
COOP:221852,COLLINS MS US,20041004 14:00,999.99
COOP:221852,COLLINS MS US,20041004 15:00,999.99
COOP:221852,COLLINS MS US,20041008 18:00,999.99
COOP:221852,COLLINS MS US,20041009 03:00,0.20
COOP:221852,COLLINS MS US,20041009 19:00,0.10
COOP:221852,COLLINS MS US,20041010 05:00,0.10
COOP:221852,COLLINS MS US,20041010 06:00,0.20
COOP:221852,COLLINS MS US,20041010 07:00,0.20
COOP:221852,COLLINS MS US,20041010 09:00,0.20
COOP:221852,COLLINS MS US,20041010 11:00,0.40
COOP:221852,COLLINS MS US,20041010 12:00,0.20
COOP:221852,COLLINS MS US,20041010 13:00,0.20
COOP:221852,COLLINS MS US,20041010 14:00,0.20
COOP:221852,COLLINS MS US,20041025 12:00,0.40
COOP:221852,COLLINS MS US,20041031 23:00,0.20
COOP:221852,COLLINS MS US,20041101 01:00,0.00
COOP:221852,COLLINS MS US,20041101 06:00,0.20
COOP:221852,COLLINS MS US,20041101 16:00,0.20
COOP:221852,COLLINS MS US,20041101 18:00,1.60
COOP:221852,COLLINS MS US,20041101 19:00,0.80
COOP:221852,COLLINS MS US,20041101 23:00,0.30
COOP:221852,COLLINS MS US,20041102 21:00,999.99
COOP:221852,COLLINS MS US,20041104 11:00,999.99
COOP:221852,COLLINS MS US,20041104 12:00,999.99
COOP:221852,COLLINS MS US,20041201 00:00,999.99
COOP:221852,COLLINS MS US,20041201 01:00,999.99
COOP:221852,COLLINS MS US,20041205 14:00,999.99
COOP:221852,COLLINS MS US,20041205 18:00,0.10
COOP:221852,COLLINS MS US,20041205 19:00,0.10
COOP:221852,COLLINS MS US,20041205 20:00,0.20
COOP:221852,COLLINS MS US,20041207 05:00,0.90
COOP:221852,COLLINS MS US,20041207 06:00,0.10
COOP:221852,COLLINS MS US,20041209 04:00,0.10
COOP:221852,COLLINS MS US,20041209 05:00,0.30
COOP:221852,COLLINS MS US,20041209 06:00,1.10
COOP:221852,COLLINS MS US,20041222 07:00,999.99
COOP:221852,COLLINS MS US,20041223 07:00,999.99
COOP:221852,COLLINS MS US,20050101 01:00,0.00
COOP:221852,COLLINS MS US,20050104 08:00,999.99
COOP:221852,COLLINS MS US,20050104 09:00,999.99
COOP:221852,COLLINS MS US,20050104 10:00,999.99
COOP:221852,COLLINS MS US,20050104 11:00,999.99
COOP:221852,COLLINS MS US,20050106 07:00,0.10
COOP:221852,COLLINS MS US,20050107 20:00,0.10
COOP:221852,COLLINS MS US,20050107 21:00,0.40
COOP:221852,COLLINS MS US,20050112 17:00,0.10
COOP:221852,COLLINS MS US,20050113 08:00,1.30
COOP:221852,COLLINS MS US,20050113 09:00,0.10
COOP:221852,COLLINS MS US,20050113 10:00,0.10
COOP:221852,COLLINS MS US,20050128 09:00,0.20
COOP:221852,COLLINS MS US,20050128 13:00,0.40
COOP:221852,COLLINS MS US,20050131 07:00,0.40
COOP:221852,COLLINS MS US,20050131 08:00,0.20
COOP:221852,COLLINS MS US,20050131 12:00,0.40
COOP:221852,COLLINS MS US,20050131 15:00,0.40
COOP:221852,COLLINS MS US,20050201 01:00,0.00
